2024-02-18 00:43:30.373 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_TMROLE_1_1 [32m                [0;39m channel inactive: [id: 0x93076232, L:/192.168.188.1:54050 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.403 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :133  NettyClientSelector_TMROLE_1_1 [32m                [0;39m return to pool, rm channel:[id: 0x93076232, L:/192.168.188.1:54050 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.404 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_TMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0x93076232, L:/192.168.188.1:54050 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.407 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_TMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x93076232, L:/192.168.188.1:54050 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.409 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_TMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x93076232, L:/192.168.188.1:54050 ! R:/192.168.188.1:8091]) will closed
2024-02-18 00:43:30.410 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_TMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x93076232, L:/192.168.188.1:54050 ! R:/192.168.188.1:8091]) will closed
2024-02-18 00:43:30.355 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel inactive: [id: 0x42796b2c, L:/192.168.188.1:54062 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.442 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m return to pool, rm channel:[id: 0x42796b2c, L:/192.168.188.1:54062 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.451 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0x42796b2c, L:/192.168.188.1:54062 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.453 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_RMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x42796b2c, L:/192.168.188.1:54062 ! R:/192.168.188.1:8091]
2024-02-18 00:43:30.780 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x42796b2c, L:/192.168.188.1:54062 ! R:/192.168.188.1:8091]) will closed
2024-02-18 00:43:30.780 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x42796b2c, L:/192.168.188.1:54062 ! R:/192.168.188.1:8091]) will closed
2024-02-18 00:43:31.722 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13029 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = ClientDetectionRequest, requestId = 99
2024-02-18 00:43:31.583 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13047 [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 98
2024-02-18 00:43:31.586 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13040 [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Receive server push request, request = ClientDetectionRequest, requestId = 103
2024-02-18 00:43:31.722 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13051 [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 101
2024-02-18 00:43:31.724 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13029 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Ack server push request, request = ClientDetectionRequest, requestId = 99
2024-02-18 00:43:31.725 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13051 [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 101
2024-02-18 00:43:31.724 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13040 [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Ack server push request, request = ClientDetectionRequest, requestId = 103
2024-02-18 00:43:31.724 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-13047 [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 98
2024-02-18 00:43:31.530 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_1_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-18 00:43:31.743 ERROR c.a.nacos.common.remote.client.grpc.GrpcClient    :99   nacos-grpc-client-executor-127.0.0.1-13047 [32m                [0;39m [1708043331943_127.0.0.1_64031]Request stream onCompleted, switch server
2024-02-18 00:43:31.742 ERROR c.a.nacos.common.remote.client.grpc.GrpcClient    :99   nacos-grpc-client-executor-127.0.0.1-13040 [32m                [0;39m [1708043331983_127.0.0.1_64032]Request stream onCompleted, switch server
2024-02-18 00:43:31.733 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_1_1 [32m                [0;39m NettyPool create channel to transactionRole:TMROLE,address:192.168.188.1:8091,msg:< RegisterTMRequest{applicationId='business', transactionServiceGroup='train-group'} >
2024-02-18 00:43:31.748 ERROR c.a.nacos.common.remote.client.grpc.GrpcClient    :99   nacos-grpc-client-executor-127.0.0.1-13029 [32m                [0;39m [1707995182899_127.0.0.1_59482]Request stream onCompleted, switch server
2024-02-18 00:43:31.850 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2024-02-18 00:43:31.750 ERROR c.a.nacos.common.remote.client.grpc.GrpcClient    :99   nacos-grpc-client-executor-127.0.0.1-13051 [32m                [0;39m [1707995182337_127.0.0.1_59481]Request stream onCompleted, switch server
2024-02-18 00:43:31.861 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2024-02-18 00:43:31.862 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2024-02-18 00:43:31.888 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2024-02-18 00:43:31.901 INFO  io.seata.core.rpc.netty.TmNettyRemotingClient     :224  timeoutChecker_1_1 [32m                [0;39m register TM success. client version:1.6.1, server version:1.6.1,channel:[id: 0xa635c496, L:/192.168.188.1:52849 - R:/192.168.188.1:8091]
2024-02-18 00:43:31.915 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_1_1 [32m                [0;39m register success, cost 31 ms, version:1.6.1,role:TMROLE,channel:[id: 0xa635c496, L:/192.168.188.1:52849 - R:/192.168.188.1:8091]
2024-02-18 00:43:32.030 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_2_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-18 00:43:32.043 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :276  timeoutChecker_2_1 [32m                [0;39m RM will register :jdbc:mysql://127.0.0.1:3306/train_business
2024-02-18 00:43:32.049 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_2_1 [32m                [0;39m NettyPool create channel to transactionRole:RMROLE,address:192.168.188.1:8091,msg:< RegisterRMRequest{resourceIds='jdbc:mysql://127.0.0.1:3306/train_business', applicationId='business', transactionServiceGroup='train-group'} >
2024-02-18 00:43:32.067 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :177  timeoutChecker_2_1 [32m                [0;39m register RM success. client version:1.6.1, server version:1.6.1,channel:[id: 0x2132eab9, L:/192.168.188.1:52854 - R:/192.168.188.1:8091]
2024-02-18 00:43:32.069 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_2_1 [32m                [0;39m register success, cost 19 ms, version:1.6.1,role:RMROLE,channel:[id: 0x2132eab9, L:/192.168.188.1:52854 - R:/192.168.188.1:8091]
2024-02-18 00:43:32.209 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Success to connect a server [127.0.0.1:8848], connectionId = 1708188212080_127.0.0.1_52850
2024-02-18 00:43:32.209 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Abandon prev connection, server is 127.0.0.1:8848, connectionId is 1707995182337_127.0.0.1_59481
2024-02-18 00:43:32.211 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Success to connect a server [127.0.0.1:8848], connectionId = 1708188212079_127.0.0.1_52851
2024-02-18 00:43:32.210 INFO  com.alibaba.nacos.common.remote.client            :580  com.alibaba.nacos.client.remote.worker [32m                [0;39m Close current connection 1707995182337_127.0.0.1_59481
2024-02-18 00:43:32.211 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Success to connect a server [127.0.0.1:8848], connectionId = 1708188212080_127.0.0.1_52853
2024-02-18 00:43:32.211 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Abandon prev connection, server is 127.0.0.1:8848, connectionId is 1708043331943_127.0.0.1_64031
2024-02-18 00:43:32.211 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Abandon prev connection, server is 127.0.0.1:8848, connectionId is 1708043331983_127.0.0.1_64032
