2023-11-20 19:40:56.970 INFO  com.alibaba.nacos.client.env.SearchableProperties :197  restartedMain [32m                [0;39m properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
2023-11-20 19:40:56.976 WARN  com.alibaba.nacos.client.logging.NacosLogging     :64   restartedMain [32m                [0;39m Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-11-20 19:40:56.977 WARN  com.alibaba.nacos.client.logging.NacosLogging     :64   restartedMain [32m                [0;39m Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-11-20 19:40:56.979 INFO  org.hibernate.validator.internal.util.Version     :21   background-preinit [32m                [0;39m HV000001: Hibernate Validator 8.0.1.Final
2023-11-20 19:40:57.050 INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor :250  restartedMain [32m                [0;39m Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-20 19:40:57.225 WARN  com.alibaba.nacos.client.logging.NacosLogging     :64   restartedMain [32m                [0;39m Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-11-20 19:40:57.226 INFO  com.alibaba.nacos.client.env.SearchableProperties :197  restartedMain [32m                [0;39m properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
2023-11-20 19:40:57.228 INFO  com.alibaba.nacos.client.utils.ParamUtil          :87   restartedMain [32m                [0;39m [settings] [req-serv] nacos-server port:8848
2023-11-20 19:40:57.228 INFO  com.alibaba.nacos.client.utils.ParamUtil          :98   restartedMain [32m                [0;39m [settings] [http-client] connect timeout:1000
2023-11-20 19:40:57.229 INFO  com.alibaba.nacos.client.utils.ParamUtil          :105  restartedMain [32m                [0;39m PER_TASK_CONFIG_SIZE: 3000.0
2023-11-20 19:40:57.248 INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager   :56   restartedMain [32m                [0;39m [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2023-11-20 19:40:57.248 INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager   :56   restartedMain [32m                [0;39m [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2023-11-20 19:40:57.250 INFO  c.a.n.client.auth.ram.identify.CredentialWatcher  :165  restartedMain [32m                [0;39m null No credential found
2023-11-20 19:40:57.486 WARN  com.alibaba.nacos.client.logging.NacosLogging     :64   restartedMain [32m                [0;39m Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-11-20 19:40:57.487 WARN  com.alibaba.nacos.client.logging.NacosLogging     :64   restartedMain [32m                [0;39m Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-11-20 19:40:57.508 INFO  c.a.n.client.config.impl.LocalConfigInfoProcessor :68   restartedMain [32m                [0;39m LOCAL_SNAPSHOT_PATH:C:\Users\17926\nacos\config
2023-11-20 19:40:57.513 INFO  com.alibaba.nacos.common.remote.client            :94   restartedMain [32m                [0;39m [RpcClientFactory] create a new rpc client of 438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0
2023-11-20 19:40:57.534 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$591/0x0000000800f13460
2023-11-20 19:40:57.534 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$592/0x0000000800f13880
2023-11-20 19:40:57.536 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-11-20 19:40:57.537 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-11-20 19:40:57.548 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2023-11-20 19:40:58.306 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1700480458131_127.0.0.1_57099
2023-11-20 19:40:58.307 INFO  com.alibaba.nacos.common.remote.client            :60   com.alibaba.nacos.client.remote.worker [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Notify connected event to listeners.
2023-11-20 19:40:58.307 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-20 19:40:58.307 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :638  com.alibaba.nacos.client.remote.worker [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Connected,notify listen context...
2023-11-20 19:40:58.307 INFO  com.alibaba.nacos.common.remote.client            :60   restartedMain [32m                [0;39m [438ca8cf-3558-44f2-a360-f06e1f0ba401_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$607/0x000000080104dd18
2023-11-20 19:40:58.328 INFO  com.alibaba.nacos.client.config.impl.Limiter      :62   restartedMain [32m                [0;39m limitTime:5.0
2023-11-20 19:40:58.344 WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder :87   restartedMain [32m                [0;39m Ignore the empty nacos configuration and get it based on dataId[gateway] & group[DEFAULT_GROUP]
2023-11-20 19:40:58.352 WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder :87   restartedMain [32m                [0;39m Ignore the empty nacos configuration and get it based on dataId[gateway.properties] & group[DEFAULT_GROUP]
2023-11-20 19:40:58.354 INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration    :134  restartedMain [32m                [0;39m Located property source: [BootstrapPropertySource {name='bootstrapProperties-gateway.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-gateway,DEFAULT_GROUP'}]
2023-11-20 19:40:58.360 INFO  c.example.train.gateway.config.GateWayApplication :637  restartedMain [32m                [0;39m No active profile set, falling back to 1 default profile: "default"
2023-11-20 19:40:58.910 INFO  o.springframework.cloud.context.scope.GenericScope:282  restartedMain [32m                [0;39m BeanFactory id=921c3988-6070-3ad5-bcfd-5fed98e074d1
2023-11-20 19:40:58.937 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  restartedMain [32m                [0;39m Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-20 19:40:58.938 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  restartedMain [32m                [0;39m Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-20 19:40:58.941 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  restartedMain [32m                [0;39m Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-20 19:40:59.678 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [After]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Before]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Between]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Cookie]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Header]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Host]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Method]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Path]
2023-11-20 19:40:59.679 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Query]
2023-11-20 19:40:59.680 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [ReadBody]
2023-11-20 19:40:59.680 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [RemoteAddr]
2023-11-20 19:40:59.680 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2023-11-20 19:40:59.680 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [Weight]
2023-11-20 19:40:59.680 INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator   :89   restartedMain [32m                [0;39m Loaded RoutePredicateFactory [CloudFoundryRouteService]
2023-11-20 19:40:59.973 WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer    :62   restartedMain [32m                [0;39m Unable to start LiveReload server
2023-11-20 19:40:59.994 WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger:94   restartedMain [32m                [0;39m Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2023-11-20 19:41:00.179 INFO  o.s.boot.web.embedded.netty.NettyWebServer        :111  restartedMain [32m                [0;39m Netty started on port 8000
